user,group,session,FailuedQuestion,sequenceExamples,result,retry,datentime
iba7,IS17Fall20141,63398,jDowhile4,,1,2,2014-10-09 17:30:29.454
iba7,IS17Fall20141,63398,jDowhile6,,0,1,2014-10-09 17:33:57.751
iba7,IS17Fall20141,1691D,jInteger1,,1,3,2014-10-14 23:13:28.892
iba7,IS17Fall20141,1691D,jMathFuc1,,1,2,2014-10-14 23:22:44.251
iba7,IS17Fall20141,1691D,jIncrement,,1,3,2014-10-14 23:23:35.736
iba7,IS17Fall20141,1691D,jString1,,1,2,2014-10-14 23:24:29.579
iba7,IS17Fall20141,1691D,jString5,,1,2,2014-10-14 23:27:08.533
iba7,IS17Fall20141,1691D,jObjects1,,0,1,2014-10-15 17:34:27.828
iba7,IS17Fall20141,1691D,jObjects1,Rectangle_v2:0.0:21.42;Point_v2:0.375:6.11;,1,1,2014-10-15 17:34:27.828
iba7,IS17Fall20141,1691D,jObjects4,,1,2,2014-10-15 17:37:55.572
iba7,IS17Fall20141,1691D,jWhile1,,1,3,2014-10-15 23:15:55.892
iba7,IS17Fall20141,1691D,jFor4,,1,2,2014-10-15 23:31:28.924
iba7,IS17Fall20141,1691D,jDowhile1,,1,2,2014-10-15 23:33:21.327
iba7,IS17Fall20141,1691D,jDowhile2,,1,2,2014-10-15 23:34:21.091
iba7,IS17Fall20141,1691D,jDowhile3,,1,3,2014-10-15 23:35:58.025
iba7,IS17Fall20141,1691D,jDowhile4,,1,2,2014-10-15 23:38:56.660
iba7,IS17Fall20141,1691D,jDowhile6,,1,2,2014-10-15 23:41:21.530
iba7,IS17Fall20141,D6DCE,jArray3,,1,2,2014-10-30 13:25:06.538
iba7,IS17Fall20141,D6DCE,jArrayList3,,0,2,2014-10-30 17:42:53.179
iba7,IS17Fall20141,968B1,jInheritance1,,0,1,2014-11-20 17:17:38.222
iba7,IS17Fall20141,968B1,jInheritance2,,0,1,2014-11-20 17:19:15.938
iba7,IS17Fall20141,968B1,jInheritance3,,1,2,2014-11-20 17:20:41.686
iba7,IS17Fall20141,968B1,jInheritance4,,0,1,2014-11-20 17:31:44.591
amf129,IS17Fall20141,76017,jObjects1,,1,2,2014-09-25 17:37:27.645
amf129,IS17Fall20141,76017,jObjects2,,1,2,2014-09-25 17:38:12.987
amf129,IS17Fall20141,76017,jObjects3,,0,1,2014-09-25 17:38:54.736
amf129,IS17Fall20141,76017,jObjects3,,0,3,2014-09-25 17:40:45.794
amf129,IS17Fall20141,EC61D,jVariables1,,1,3,2014-09-25 22:05:28.135
amf129,IS17Fall20141,EC61D,jVariables4,,1,2,2014-09-25 22:06:46.838
amf129,IS17Fall20141,EC61D,jString_to_Double,,1,2,2014-09-25 22:14:54.775
amf129,IS17Fall20141,EC61D,jConstants3,,1,2,2014-09-25 22:18:19.478
amf129,IS17Fall20141,62981,jVariable1,,0,1,2014-09-29 21:29:48.900
amf129,IS17Fall20141,62981,jMathFuc1,,1,2,2014-09-29 21:30:44.447
amf129,IS17Fall20141,D41DC,jString3,,1,2,2014-10-16 00:32:35.698
amf129,IS17Fall20141,D41DC,jString4,,1,3,2014-10-16 00:34:15.741
amf129,IS17Fall20141,D41DC,jString6,,1,2,2014-10-16 00:35:33.286
amf129,IS17Fall20141,D41DC,jBoolean_Method,,1,2,2014-10-16 00:46:41.764
amf129,IS17Fall20141,D41DC,jBoolean_Operators,,1,2,2014-10-16 00:47:36.341
amf129,IS17Fall20141,D41DC,jBoolean_Operators2,,1,2,2014-10-16 00:51:08.443
amf129,IS17Fall20141,D41DC,jBoolean_Operators3,,1,2,2014-10-16 00:51:48.879
amf129,IS17Fall20141,D41DC,jIfelse1,,1,4,2014-10-16 01:04:56.557
amf129,IS17Fall20141,D41DC,jIfelse2,,1,2,2014-10-16 01:06:19.742
amf129,IS17Fall20141,D41DC,jIfelse3,,1,2,2014-10-16 01:15:45.271
amf129,IS17Fall20141,D41DC,jIfelse5,,0,2,2014-10-16 01:16:53.878
amf129,IS17Fall20141,6E015,jIfelse5,,0,3,2014-10-16 15:39:19.796
amf129,IS17Fall20141,6E015,jIfelse5,JavaTutorial_4_3_2:1.0:4.41;JavaTutorial_4_3_4:1.0:1.44;JavaTutorial_4_3_5:1.0:6.14;JavaTutorial_4_3_6:1.0:8.33;switch_v2:1.0:2.17;,0,0,2014-10-16 15:42:40.406
amf129,IS17Fall20141,6E015,jSwitch3,,0,2,2014-10-16 15:48:43.984
amf129,IS17Fall20141,6E015,jObjects3,,0,1,2014-10-16 15:49:57.375
amf129,IS17Fall20141,6E015,jClasses_Getter,,0,1,2014-10-16 15:53:52.187
amf129,IS17Fall20141,6E015,jClasses_Getter,while_v2:1.0:1.31;JavaTutorial_4_4_2:1.0:0.84;JavaTutorial_4_4_3:1.0:7.47;,0,0,2014-10-16 15:53:52.187
amf129,IS17Fall20141,6E015,jWhile3,,0,1,2014-10-16 16:13:33.656
amf129,IS17Fall20141,DAE81,jArray4,,1,2,2014-10-30 16:31:24.570
nrp21,IS17Fall20141,B1D3E,jVariables4,,1,2,2014-10-01 20:06:07.869
nrp21,IS17Fall20141,B1D3E,jInteger1,,1,2,2014-10-01 20:10:12.728
nrp21,IS17Fall20141,B1D3E,jPrimitive_Float,,1,2,2014-10-01 20:12:42.806
nrp21,IS17Fall20141,B1D3E,jString_to_Double,,1,3,2014-10-01 20:13:15.775
nrp21,IS17Fall20141,B1D3E,jConstants5,,1,2,2014-10-01 20:18:29.760
nrp21,IS17Fall20141,B1D3E,jVariable1,,1,2,2014-10-01 20:21:51.838
nrp21,IS17Fall20141,B1D3E,jMathFuc1,,1,2,2014-10-01 20:22:16.103
nrp21,IS17Fall20141,B1D3E,jString1,,1,3,2014-10-01 20:26:56.119
nrp21,IS17Fall20141,B1D3E,jString2,,1,2,2014-10-01 20:29:34.119
nrp21,IS17Fall20141,B1D3E,jString3,,1,2,2014-10-01 20:30:09.135
nrp21,IS17Fall20141,B1D3E,jString4,,1,3,2014-10-01 20:31:52.822
nrp21,IS17Fall20141,B1D3E,jString6,,1,2,2014-10-01 20:33:14.306
nrp21,IS17Fall20141,B1D3E,jBoolean_Method,,1,3,2014-10-01 20:36:41.588
nrp21,IS17Fall20141,B1D3E,jBoolean_Operators2,,1,3,2014-10-01 20:37:52.291
nrp21,IS17Fall20141,B1D3E,jBoolean_Operators3,,1,2,2014-10-01 20:38:51.244
nrp21,IS17Fall20141,B1D3E,jIfelse1,,1,2,2014-10-01 21:02:12.556
nrp21,IS17Fall20141,B1D3E,jIfelse3,,1,2,2014-10-01 21:02:53.556
nrp21,IS17Fall20141,B1D3E,jIfelse4,,1,2,2014-10-01 21:03:23.791
nrp21,IS17Fall20141,B1D3E,jIfelse5,,1,2,2014-10-01 21:04:04.650
nrp21,IS17Fall20141,B1D3E,jObjects1,,1,3,2014-10-01 21:16:11.010
nrp21,IS17Fall20141,B1D3E,jObjects3,,1,2,2014-10-01 21:28:50.650
nrp21,IS17Fall20141,B1D3E,jObjects5,,1,2,2014-10-01 21:29:36.978
nrp21,IS17Fall20141,B1D3E,jBankAccount,,1,4,2014-10-01 21:33:31.306
nrp21,IS17Fall20141,9C7A7,jWhile3,,0,1,2014-11-10 21:18:19.311
nrp21,IS17Fall20141,9C7A7,jWhile3,JavaTutorial_4_6_9:1.0:3.19;,1,3,2014-11-10 21:18:19.311
nrp21,IS17Fall20141,9C7A7,jWhile4,,1,4,2014-11-10 21:21:31.889
nrp21,IS17Fall20141,9C7A7,jWhile5,,1,3,2014-11-10 21:23:01.639
vsm11,IS17Fall20141,BFDDB,jVariables3,,1,2,2014-09-04 18:05:26.054
vsm11,IS17Fall20141,BFDDB,jVariables5,,1,2,2014-09-04 18:08:13.117
vsm11,IS17Fall20141,BFDDB,jInteger1,,1,2,2014-09-04 19:37:45.289
vsm11,IS17Fall20141,C2DD2,jInt_Long,,1,2,2014-09-30 22:42:58.681
vsm11,IS17Fall20141,C2DD2,jString_to_Double,,1,2,2014-09-30 22:44:07.713
vsm11,IS17Fall20141,26DEA,jObjects1,,0,1,2014-10-01 22:25:56.360
vsm11,IS17Fall20141,9B7D5,jConstants1,,1,2,2014-10-05 19:32:48.250
vsm11,IS17Fall20141,9B7D5,jConstants4,,1,2,2014-10-05 19:34:51.015
vsm11,IS17Fall20141,9B7D5,jConstants5,,1,5,2014-10-05 19:36:59.328
vsm11,IS17Fall20141,5D70B,jMathFuc1,,1,2,2014-10-20 22:37:02.578
vsm11,IS17Fall20141,5D70B,jInheritance1,,0,1,2014-10-20 22:43:56.187
cga9,IS17Fall20141,266A2,jInteger1,,1,3,2014-09-08 12:25:22.023
cga9,IS17Fall20141,266A2,jDouble1,,1,2,2014-09-08 12:26:20.632
cga9,IS17Fall20141,266A2,jString_to_Double,,1,2,2014-09-08 12:27:36.757
atk26,IS17Fall20141,D16F6,jInteger1,,1,2,2014-09-16 20:53:17.397
atk26,IS17Fall20141,3BF48,jDouble1,,1,2,2014-09-18 18:14:31.928
atk26,IS17Fall20141,3BF48,jString_to_Double,,1,2,2014-09-18 18:16:15.741
atk26,IS17Fall20141,3BF48,jConstants1,,1,3,2014-09-18 19:02:10.960
atk26,IS17Fall20141,3BF48,jConstants5,,1,2,2014-09-18 19:09:30.210
jmp204,IS17Fall20141,DB3AC,jInteger1,,1,3,2014-09-05 18:17:46.601
jmp204,IS17Fall20141,DB3AC,jPrimitive_Float,,1,2,2014-09-05 18:21:48.211
jmp204,IS17Fall20141,DB3AC,jString_to_Double,,1,2,2014-09-05 18:22:47.414
jmp204,IS17Fall20141,DB3AC,jConstants3,,1,2,2014-09-05 18:26:35.398
jmp204,IS17Fall20141,DB3AC,jConstants5,,1,2,2014-09-05 18:33:43.648
jmp204,IS17Fall20141,DCF4D,jMathFuc1,,1,2,2014-09-15 07:18:28.569
jmp204,IS17Fall20141,DCF4D,jString1,,1,3,2014-09-15 07:34:32.444
jmp204,IS17Fall20141,DCF4D,jString2,,1,2,2014-09-15 07:35:47.553
jmp204,IS17Fall20141,DCF4D,jString6,,1,3,2014-09-15 07:38:05.397
jmp204,IS17Fall20141,81067,jBoolean_Method,,1,2,2014-09-15 15:29:11.538
jmp204,IS17Fall20141,81067,jBoolean_Operators,,1,3,2014-09-15 15:29:45.210
jmp204,IS17Fall20141,81067,jBoolean_Operators2,,1,2,2014-09-15 15:38:45.507
jmp204,IS17Fall20141,81067,jBoolean_Operators3,,1,2,2014-09-15 15:39:45.444
jmp204,IS17Fall20141,81067,jIfelse2,,1,2,2014-09-15 16:00:55.007
jmp204,IS17Fall20141,D6B32,jObjects1,,1,3,2014-09-21 16:05:37.350
jmp204,IS17Fall20141,D6B32,jObjects3,,1,3,2014-09-21 16:08:48.866
jmp204,IS17Fall20141,1E77C,jWhile1,,1,2,2014-10-26 08:58:48.232
jmp204,IS17Fall20141,1E77C,jWhile5,,1,2,2014-10-26 09:05:18.810
jmp204,IS17Fall20141,1E77C,jFor4,,1,3,2014-10-26 09:15:03.482
jmp204,IS17Fall20141,7B005,jDowhile2,,1,2,2014-10-26 14:32:18.794
jmp204,IS17Fall20141,7B005,jDowhile4,,1,4,2014-10-26 14:34:12.950
jmp204,IS17Fall20141,7B005,jDowhile6,,1,3,2014-10-26 14:36:52.794
jmp204,IS17Fall20141,7B005,jNested3,,1,3,2014-10-26 14:44:57.950
jmp204,IS17Fall20141,CEC96,jArray1,,1,2,2014-11-01 16:41:31.351
jmp204,IS17Fall20141,CEC96,jArray2,,1,3,2014-11-01 16:47:50.101
jmp204,IS17Fall20141,CEC96,jArray3,,1,2,2014-11-01 16:53:19.929
jmp204,IS17Fall20141,CEC96,j2D_arrays3,,1,3,2014-11-01 17:05:38.554
jmp204,IS17Fall20141,CEC96,j2D_arrays4,,1,2,2014-11-01 17:07:36.195
jmp204,IS17Fall20141,CEC96,jArrayList3,,1,3,2014-11-01 17:16:40.163
jmp204,IS17Fall20141,CEC96,jArrayList5,,1,2,2014-11-01 17:19:53.929
nap47,IS17Fall20141,0AA8A,jConstants4,,0,2,2014-09-19 01:09:34.960
nap47,IS17Fall20141,D120A,jWhile3,,1,4,2014-10-15 23:06:25.504
nap47,IS17Fall20141,D120A,jString1,,1,5,2014-10-16 00:43:49.410
nap47,IS17Fall20141,D120A,jString2,,1,2,2014-10-16 00:53:51.047
nap47,IS17Fall20141,D120A,jBoolean_Method,,1,2,2014-10-16 01:32:01.037
nap47,IS17Fall20141,D120A,jBoolean_Operators2,,0,1,2014-10-16 01:51:19.078
nap47,IS17Fall20141,D120A,jIfelse1,,1,3,2014-10-16 01:59:11.734
nap47,IS17Fall20141,D120A,jObjects1,,1,3,2014-10-16 02:30:04.988
nap47,IS17Fall20141,D120A,jObjects2,,1,3,2014-10-16 02:31:36.110
nap47,IS17Fall20141,31AC3,jIfelse2,,0,1,2014-10-16 13:26:11.265
nap47,IS17Fall20141,31AC3,jFor1,,1,2,2014-10-16 13:34:16.468
nap47,IS17Fall20141,31AC3,jFor2,,1,2,2014-10-16 13:43:56.187
nap47,IS17Fall20141,31AC3,jFor2,,0,1,2014-10-16 14:26:15.125
nap47,IS17Fall20141,31AC3,jDowhile1,,1,2,2014-10-16 16:12:38.953
nap47,IS17Fall20141,31AC3,jDowhile2,,1,3,2014-10-16 16:32:47.859
nap47,IS17Fall20141,EC4B1,jArray1,,0,1,2014-10-30 17:13:22.788
nap47,IS17Fall20141,93D1F,jInheritance1,,0,2,2014-11-20 17:27:41.269
chm116,IS17Fall20141,B71CE,jVariables1,,1,2,2014-09-13 13:42:40.866
chm116,IS17Fall20141,4C9E0,jInteger1,,1,3,2014-09-13 16:39:33.335
chm116,IS17Fall20141,4C9E0,jDouble1,,1,2,2014-09-13 16:50:13.178
chm116,IS17Fall20141,4C9E0,jPrimitive_Float,,1,4,2014-09-13 16:59:09.928
chm116,IS17Fall20141,4C9E0,jString_to_Double,,1,2,2014-09-13 17:02:15.803
chm116,IS17Fall20141,4C9E0,jConstants1,,1,2,2014-09-13 17:13:26.991
chm116,IS17Fall20141,4C9E0,jConstants4,,1,2,2014-09-13 17:46:45.788
chm116,IS17Fall20141,6B424,jConstants5,,1,2,2014-09-14 18:58:50.444
chm116,IS17Fall20141,6B424,jIncrement,,1,2,2014-09-14 19:06:36.241
chm116,IS17Fall20141,6B424,jString1,,1,2,2014-09-14 19:20:14.897
chm116,IS17Fall20141,6B424,jBoolean_Method,,1,2,2014-09-14 19:38:15.819
chm116,IS17Fall20141,6B424,jIfelse5,,1,3,2014-09-14 22:01:04.428
chm116,IS17Fall20141,6B424,jSwitch2,,1,2,2014-09-14 23:17:41.132
chm116,IS17Fall20141,879D9,jObjects1,,1,3,2014-09-24 00:37:09.835
chm116,IS17Fall20141,879D9,jObjects2,,1,2,2014-09-24 00:46:19.522
chm116,IS17Fall20141,879D9,jBankAccount,,1,2,2014-09-24 01:18:25.288
chm116,IS17Fall20141,879D9,jClasses_Getter,,1,2,2014-09-24 01:27:12.553
chm116,IS17Fall20141,6B01C,jWhile1,,1,2,2014-10-08 21:17:27.814
chm116,IS17Fall20141,6B01C,jWhile4,,1,2,2014-10-08 21:20:55.611
chm116,IS17Fall20141,6B01C,jFor4,,1,3,2014-10-08 22:57:35.486
chm116,IS17Fall20141,6B01C,jFor5,,1,5,2014-10-08 23:02:11.876
chm116,IS17Fall20141,3D0C9,jDowhile2,,1,2,2014-10-27 01:48:26.700
chm116,IS17Fall20141,3D0C9,jDowhile4,,1,2,2014-10-27 01:50:53.732
chm116,IS17Fall20141,3D0C9,jDowhile6,,1,2,2014-10-27 01:54:58.200
chm116,IS17Fall20141,3D0C9,jArray1,,1,2,2014-10-27 02:18:04.857
chm116,IS17Fall20141,3D0C9,jArray3,,1,2,2014-10-27 02:24:42.185
chm116,IS17Fall20141,3D0C9,jArray5,,1,2,2014-10-27 02:39:39.169
chm116,IS17Fall20141,94495,j2D_Arrays1,,1,2,2014-11-19 02:15:21.175
chm116,IS17Fall20141,94495,j2D_Arrays2,,0,1,2014-11-19 02:21:53.956
chm116,IS17Fall20141,94495,j2D_Arrays2,use_array_v2:0.0:2.64;,1,1,2014-11-19 02:21:53.956
chm116,IS17Fall20141,94495,j2D_arrays3,,1,2,2014-11-19 03:13:35.675
chm116,IS17Fall20141,94495,j2D_arrays4,,1,3,2014-11-19 03:26:41.409
chm116,IS17Fall20141,94495,jArrayList3,,1,2,2014-11-19 16:37:28.628
chm116,IS17Fall20141,94495,jArrayList4,,1,2,2014-11-19 16:44:07.409
chm116,IS17Fall20141,94495,jArrayList5,,1,2,2014-11-19 16:51:52.784
chm116,IS17Fall20141,94495,jInheritance1,,1,2,2014-11-19 22:35:54.399
chm116,IS17Fall20141,94495,jInheritance2,,1,2,2014-11-19 22:41:54.509
chm116,IS17Fall20141,94495,jInheritance3,,1,2,2014-11-19 22:47:13.028
chm116,IS17Fall20141,F2826,jInheritance4,,1,2,2014-11-19 23:15:09.682
chm116,IS17Fall20141,F2826,jInheritance5,,1,2,2014-11-19 23:20:06.673
